id,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_19366,STEC,RRES,2025/5/6 21:25,2025/5/6 23:40,321,Aft_10003,128
Flt_19367,RRES,DHUW,2025/5/6 20:10,2025/5/6 21:50,321,Aft_10086,107
Flt_19368,RRES,ENDP,2025/5/6 7:15,2025/5/6 9:25,320,Aft_10087,132
Flt_19369,RRES,FDOQ,2025/5/6 14:10,2025/5/6 16:20,320,Aft_10025,119
Flt_19370,RRES,STEC,2025/5/6 18:15,2025/5/6 20:15,321,Aft_10003,121
Flt_19371,UDGM,RRES,2025/5/6 9:50,2025/5/6 11:55,321,Aft_10063,131
Flt_19372,AVSX,RRES,2025/5/6 10:10,2025/5/6 12:50,320,Aft_10098,156
Flt_19373,VRYX,RRES,2025/5/6 22:10,2025/5/7 0:20,320,Aft_10093,106
Flt_19374,RTWL,RRES,2025/5/6 22:55,2025/5/7 1:10,320,Aft_10016,137
Flt_19375,FDOQ,RRES,2025/5/6 17:35,2025/5/6 19:55,320,Aft_10025,138
Flt_19376,RRES,RTWL,2025/5/6 22:45,2025/5/7 1:00,320,Aft_10087,133
Flt_19377,RRES,UDGM,2025/5/6 6:50,2025/5/6 9:00,321,Aft_10063,116
Flt_19378,RRES,VRYX,2025/5/6 18:50,2025/5/6 20:55,320,Aft_10093,114
Flt_19379,XVFW,RRES,2025/5/6 7:20,2025/5/6 9:30,321,Aft_10157,137
Flt_19380,GDHI,RRES,2025/5/6 22:25,2025/5/7 0:35,320,Aft_10149,134
Flt_19381,WCBM,RRES,2025/5/6 17:35,2025/5/6 20:10,320,Aft_10091,160
Flt_19382,VSSV,RRES,2025/5/6 17:05,2025/5/6 19:30,320,Aft_10026,132
Flt_19383,RRES,WCBM,2025/5/6 13:50,2025/5/6 16:35,320,Aft_10091,137
Flt_19384,RRES,XVFW,2025/5/6 21:05,2025/5/6 23:15,320,Aft_10026,123
Flt_19385,RRES,GDHI,2025/5/6 19:10,2025/5/6 21:15,320,Aft_10149,115
Flt_19386,RRES,VSSV,2025/5/6 14:10,2025/5/6 16:20,320,Aft_10026,120
Flt_19387,XVFW,RRES,2025/5/6 20:45,2025/5/6 22:50,321,Aft_10157,142
Flt_19388,FDOQ,VIOC,2025/5/6 15:35,2025/5/6 18:10,321,Aft_10022,158
Flt_19389,STGW,RRES,2025/5/6 20:20,2025/5/6 22:45,321,Aft_10097,143
Flt_19390,RRES,NJRH,2025/5/6 21:20,2025/5/6 22:55,320,Aft_10025,100
Flt_19391,VIOC,TYHI,2025/5/6 18:50,2025/5/6 21:10,320,Aft_10127,131
Flt_19392,RRES,STGW,2025/5/6 17:05,2025/5/6 19:25,321,Aft_10097,123
Flt_19393,VIOC,FDOQ,2025/5/6 12:25,2025/5/6 14:50,321,Aft_10022,133
Flt_19394,XQWL,RRES,2025/5/6 16:25,2025/5/6 18:05,320,Aft_10088,86
Flt_19395,TYHI,VIOC,2025/5/6 13:30,2025/5/6 16:00,320,Aft_10094,157
Flt_19396,STGW,RRES,2025/5/6 11:15,2025/5/6 13:30,321,Aft_10097,147
Flt_19397,RRES,XQWL,2025/5/6 13:55,2025/5/6 15:20,320,Aft_10088,86
Flt_19398,RRES,STGW,2025/5/6 8:15,2025/5/6 10:30,321,Aft_10097,126
Flt_19399,VIOC,TYHI,2025/5/6 10:30,2025/5/6 12:45,320,Aft_10094,133
Flt_19400,NZHM,RRES,2025/5/6 20:10,2025/5/6 23:25,321,Aft_10047,195
Flt_19401,UICV,RRES,2025/5/6 11:20,2025/5/6 15:00,320,Aft_10080,231
Flt_19402,TEEO,RRES,2025/5/6 22:55,2025/5/7 1:00,321,Aft_10078,104
Flt_19403,RRES,UICV,2025/5/6 7:20,2025/5/6 10:20,320,Aft_10080,186
Flt_19404,RRES,NZHM,2025/5/6 16:00,2025/5/6 18:55,321,Aft_10047,162
Flt_19405,RRES,TEEO,2025/5/6 20:05,2025/5/6 21:50,321,Aft_10078,106
Flt_19406,AXWS,RRES,2025/5/6 9:35,2025/5/6 11:55,321,Aft_10067,146
Flt_19407,QGJR,VIOC,2025/5/6 22:05,2025/5/6 23:15,320,Aft_10122,56
Flt_19408,WZDU,QGJR,2025/5/6 18:40,2025/5/6 21:10,320,Aft_10122,150
Flt_19409,DQUC,RRES,2025/5/6 10:15,2025/5/6 13:05,321,Aft_10086,162
Flt_19410,QGJR,WZDU,2025/5/6 15:30,2025/5/6 17:50,320,Aft_10122,132
Flt_19411,RRES,AXWS,2025/5/6 6:50,2025/5/6 8:50,321,Aft_10067,127
Flt_19412,VIOC,QGJR,2025/5/6 13:35,2025/5/6 14:40,320,Aft_10122,53
Flt_19413,RRES,DQUC,2025/5/6 6:30,2025/5/6 9:00,321,Aft_10086,146
Flt_19414,NJRH,RRES,2025/5/6 23:40,2025/5/7 1:20,320,Aft_10025,90
Flt_19415,TYHI,VIOC,2025/5/6 21:55,2025/5/7 0:30,320,Aft_10127,155
Flt_19416,VYPF,VIOC,2025/5/6 20:00,2025/5/6 23:00,321,Aft_10010,175
Flt_19417,VIOC,JZAO,2025/5/6 10:15,2025/5/6 13:00,321,Aft_10096,151
Flt_19418,VIOC,VYPF,2025/5/6 16:15,2025/5/6 19:00,321,Aft_10010,150
Flt_19419,AHZP,VIOC,2025/5/6 11:35,2025/5/6 13:50,321,Aft_10030,145
Flt_19420,VIOC,AICJ,2025/5/6 8:15,2025/5/6 11:05,321,Aft_10010,153
Flt_19421,EQLA,VIOC,2025/5/6 20:25,2025/5/6 22:40,320,Aft_10060,144
Flt_19422,VIOC,AHZP,2025/5/6 8:25,2025/5/6 10:35,321,Aft_10030,120
Flt_19423,TYHI,VIOC,2025/5/6 10:35,2025/5/6 13:10,319,Aft_10123,158
Flt_19424,XVFW,VIOC,2025/5/6 8:05,2025/5/6 10:35,321,Aft_10038,159
Flt_19425,AICJ,VIOC,2025/5/6 12:00,2025/5/6 15:00,321,Aft_10010,182
Flt_19426,VIOC,EQLA,2025/5/6 17:25,2025/5/6 19:40,320,Aft_10060,120
Flt_19427,VIOC,XVFW,2025/5/6 21:10,2025/5/6 23:20,321,Aft_10104,128
Flt_19428,ENDP,VIOC,2025/5/6 7:00,2025/5/6 9:55,319,Aft_10150,176
Flt_19430,HXHL,VIOC,2025/5/6 11:30,2025/5/6 13:35,321,Aft_10118,132
Flt_19431,VIOC,TYHI,2025/5/6 7:40,2025/5/6 9:50,319,Aft_10123,133
Flt_19432,VSSV,VIOC,2025/5/6 11:10,2025/5/6 13:40,321,Aft_10161,155
Flt_19433,VIOC,ENDP,2025/5/6 20:15,2025/5/6 22:50,321,Aft_10022,148
Flt_19435,VIOC,HXHL,2025/5/6 8:30,2025/5/6 10:35,321,Aft_10118,118
Flt_19436,VIOC,VSSV,2025/5/6 8:10,2025/5/6 10:25,321,Aft_10161,136
Flt_19437,JZAO,VIOC,2025/5/6 14:00,2025/5/6 17:05,321,Aft_10096,180
Flt_19438,DHUW,VIOC,2025/5/6 12:15,2025/5/6 14:20,320,Aft_10143,133
Flt_19439,VIOC,ZJWW,2025/5/6 16:20,2025/5/6 18:45,320,Aft_10107,133
Flt_19441,VIOC,MXYE,2025/5/6 13:00,2025/5/6 15:20,321,Aft_10045,133
Flt_19443,VIOC,DHUW,2025/5/6 9:15,2025/5/6 11:15,320,Aft_10143,116
Flt_19444,TTTN,VIOC,2025/5/6 11:00,2025/5/6 13:20,320,Aft_10125,139
Flt_19445,NTBT,VIOC,2025/5/6 11:00,2025/5/6 12:55,320,Aft_10137,120
Flt_19446,VIOC,TTTN,2025/5/6 8:05,2025/5/6 10:15,320,Aft_10125,129
Flt_19447,VIOC,NTBT,2025/5/6 8:20,2025/5/6 10:15,320,Aft_10137,106
Flt_19448,QHMM,VIOC,2025/5/6 16:00,2025/5/6 18:10,319,Aft_10105,129
Flt_19449,VYPF,VIOC,2025/5/6 12:20,2025/5/6 15:10,320,Aft_10107,177
Flt_19450,PMXY,VIOC,2025/5/6 10:25,2025/5/6 12:25,320,Aft_10122,116
Flt_19451,VIOC,VWSF,2025/5/6 20:30,2025/5/6 23:15,320,Aft_10098,155
Flt_19452,VIOC,QHMM,2025/5/6 13:20,2025/5/6 15:15,319,Aft_10105,118
Flt_19453,VIOC,PMXY,2025/5/6 7:55,2025/5/6 9:40,320,Aft_10122,107
Flt_19454,QHMM,VIOC,2025/5/6 11:00,2025/5/6 13:15,321,Aft_10117,131
Flt_19455,PPWD,VIOC,2025/5/6 21:50,2025/5/6 23:55,319,Aft_10123,131
Flt_19456,VIOC,VYPF,2025/5/6 8:50,2025/5/6 11:25,320,Aft_10107,151
Flt_19457,VWSF,VIOC,2025/5/6 8:25,2025/5/6 11:20,321,Aft_10022,171
Flt_19458,VIOC,QHMM,2025/5/6 7:30,2025/5/6 9:50,321,Aft_10117,117
Flt_19459,VIOC,PPWD,2025/5/6 19:00,2025/5/6 21:05,319,Aft_10123,121
Flt_19460,ZJWW,VIOC,2025/5/6 19:30,2025/5/6 22:00,320,Aft_10107,144
Flt_19461,MXYE,VIOC,2025/5/6 16:40,2025/5/6 19:10,320,Aft_10153,149
Flt_19462,JFEE,VIOC,2025/5/6 7:05,2025/5/6 9:20,321,Aft_10106,133
Flt_19463,KQCH,VIOC,2025/5/6 17:15,2025/5/6 19:15,321,Aft_10117,121
Flt_19465,NDUJ,VIOC,2025/5/6 20:40,2025/5/6 22:35,321,Aft_10101,128
Flt_19466,WGAC,NDUJ,2025/5/6 17:05,2025/5/6 19:35,321,Aft_10101,166
Flt_19467,VIOC,KQCH,2025/5/6 14:25,2025/5/6 16:30,321,Aft_10117,111
Flt_19469,KYFK,VIOC,2025/5/6 16:25,2025/5/6 18:25,320,Aft_10098,115
Flt_19470,VIOC,XQWL,2025/5/6 8:45,2025/5/6 10:35,319,Aft_10114,109
Flt_19471,NDUJ,WGAC,2025/5/6 13:45,2025/5/6 16:15,321,Aft_10101,155
Flt_19472,SLPJ,VIOC,2025/5/6 7:55,2025/5/6 9:50,321,Aft_10101,106
Flt_19473,VIOC,NDUJ,2025/5/6 10:55,2025/5/6 12:45,321,Aft_10101,111
Flt_19474,VIOC,IWON,2025/5/6 7:55,2025/5/6 9:25,320,Aft_10149,95
Flt_19475,XQWL,VIOC,2025/5/6 18:25,2025/5/6 20:25,320,Aft_10004,110
Flt_19476,VIOC,SLPJ,2025/5/6 21:20,2025/5/6 23:15,319,Aft_10114,101
Flt_19477,VIOC,XQWL,2025/5/6 15:30,2025/5/6 17:25,320,Aft_10004,103
Flt_19478,VIOC,KYFK,2025/5/6 13:30,2025/5/6 15:25,320,Aft_10149,103
Flt_19479,XQWL,VIOC,2025/5/6 16:50,2025/5/6 19:00,319,Aft_10114,114
Flt_19480,IWON,VIOC,2025/5/6 10:10,2025/5/6 12:05,320,Aft_10149,103
Flt_19481,XKVP,XQWL,2025/5/6 14:05,2025/5/6 15:45,319,Aft_10114,116
Flt_19482,STEC,VIOC,2025/5/6 11:25,2025/5/6 13:30,320,Aft_10004,136
Flt_19483,AXWS,VIOC,2025/5/6 11:25,2025/5/6 13:55,321,Aft_10136,162
Flt_19484,NDUJ,VIOC,2025/5/6 10:55,2025/5/6 13:05,320,Aft_10145,128
Flt_19485,XQWL,XKVP,2025/5/6 11:35,2025/5/6 13:20,319,Aft_10114,101
Flt_19486,VIOC,STEC,2025/5/6 8:10,2025/5/6 10:20,320,Aft_10004,128
Flt_19487,VIOC,AXWS,2025/5/6 7:55,2025/5/6 10:25,321,Aft_10136,141
Flt_19488,VIOC,NDUJ,2025/5/6 8:00,2025/5/6 9:50,320,Aft_10145,113
Flt_19489,VIOC,JFEE,2025/5/6 19:30,2025/5/6 21:45,320,Aft_10145,141
Flt_19490,DTEM,VIOC,2025/5/6 9:40,2025/5/6 11:10,320,Aft_10092,89
Flt_19491,VIOC,WUZI,2025/5/6 11:30,2025/5/6 13:55,319,Aft_10150,151
Flt_19492,VIOC,XKIV,2025/5/6 14:20,2025/5/6 18:20,320,Aft_10137,258
Flt_19493,VIOC,DTEM,2025/5/6 7:35,2025/5/6 8:55,320,Aft_10092,85
Flt_19495,NJRH,VIOC,2025/5/6 9:45,2025/5/6 10:55,320,Aft_10108,79
Flt_19496,ILSH,VIOC,2025/5/6 16:50,2025/5/6 18:40,319,Aft_10123,103
Flt_19498,VIOC,NJRH,2025/5/6 7:40,2025/5/6 8:55,320,Aft_10108,78
Flt_19499,XFAQ,VIOC,2025/5/6 10:45,2025/5/6 12:05,319,Aft_10105,70
Flt_19500,TGWV,VIOC,2025/5/6 14:05,2025/5/6 17:40,320,Aft_10119,215
Flt_19501,PDTN,VIOC,2025/5/6 10:00,2025/5/6 11:30,320,Aft_10110,95
Flt_19502,VIOC,ILSH,2025/5/6 14:15,2025/5/6 16:05,319,Aft_10123,106
Flt_19503,VIOC,PDTN,2025/5/6 7:30,2025/5/6 9:15,320,Aft_10110,95
Flt_19504,IXOR,VIOC,2025/5/6 15:25,2025/5/6 17:00,319,Aft_10072,73
Flt_19505,VIOC,XFAQ,2025/5/6 8:35,2025/5/6 10:00,319,Aft_10105,80
Flt_19507,SQEB,VIOC,2025/5/6 20:25,2025/5/6 21:55,319,Aft_10072,93
Flt_19508,VIOC,IXOR,2025/5/6 13:10,2025/5/6 14:40,319,Aft_10072,83
Flt_19510,VIOC,SQEB,2025/5/6 17:55,2025/5/6 19:40,319,Aft_10072,98
Flt_19512,UUDJ,VIOC,2025/5/6 10:50,2025/5/6 12:05,319,Aft_10072,64
Flt_19513,RTHW,VIOC,2025/5/6 7:45,2025/5/6 9:15,320,Aft_10052,74
Flt_19514,VIOC,RTHW,2025/5/6 21:00,2025/5/6 22:25,321,Aft_10096,80
Flt_19515,KCUC,VIOC,2025/5/6 10:45,2025/5/6 12:45,319,Aft_10095,107
Flt_19516,VIOC,WUZI,2025/5/6 16:00,2025/5/6 18:30,319,Aft_10124,155
Flt_19517,VIOC,UUDJ,2025/5/6 8:45,2025/5/6 10:05,319,Aft_10072,72
Flt_19518,VIOC,KCUC,2025/5/6 7:55,2025/5/6 10:00,319,Aft_10095,126
Flt_19519,WUZI,VIOC,2025/5/6 15:00,2025/5/6 17:00,319,Aft_10150,123
Flt_19520,XKIV,VIOC,2025/5/6 19:05,2025/5/6 22:35,320,Aft_10137,229
Flt_19521,VIOC,RERF,2025/5/6 12:35,2025/5/6 15:20,320,Aft_10108,157
Flt_19522,NZHM,VIOC,2025/5/6 12:55,2025/5/6 16:20,320,Aft_10060,207
Flt_19523,DTCX,VIOC,2025/5/6 20:20,2025/5/6 23:55,320,Aft_10143,222
Flt_19524,TPWY,VIOC,2025/5/6 8:15,2025/5/6 12:30,320,Aft_10115,265
Flt_19525,VIOC,DTCX,2025/5/6 15:25,2025/5/6 19:35,320,Aft_10143,246
Flt_19526,VIOC,TPWY,2025/5/6 20:15,2025/5/6 23:55,320,Aft_10052,225
Flt_19527,VSZH,VIOC,2025/5/6 20:00,2025/5/7 0:05,321,Aft_10129,259
Flt_19528,VIOC,TGWV,2025/5/6 9:30,2025/5/6 13:20,320,Aft_10119,234
Flt_19529,BUHQ,VIOC,2025/5/6 13:40,2025/5/6 17:30,320,Aft_10127,221
Flt_19530,VIOC,BZYU,2025/5/6 14:35,2025/5/6 18:25,320,Aft_10125,225
Flt_19531,BTTC,VIOC,2025/5/6 20:00,2025/5/6 23:35,320,Aft_10115,206
Flt_19532,VIOC,BUHQ,2025/5/6 8:55,2025/5/6 12:55,320,Aft_10127,231
Flt_19533,VIOC,BTTC,2025/5/6 15:10,2025/5/6 18:40,320,Aft_10115,220
Flt_19534,KOPL,VIOC,2025/5/6 15:25,2025/5/6 19:10,320,Aft_10052,230
Flt_19535,BTTC,VIOC,2025/5/6 6:55,2025/5/6 10:20,320,Aft_10008,203
Flt_19536,GTYR,VIOC,2025/5/6 18:50,2025/5/6 21:40,321,Aft_10038,181
Flt_19537,VIOC,VSZH,2025/5/6 14:15,2025/5/6 18:55,321,Aft_10129,287
Flt_19538,NZHM,GTYR,2025/5/6 16:50,2025/5/6 18:05,321,Aft_10038,69
Flt_19539,BZYU,VIOC,2025/5/6 19:10,2025/5/6 22:40,320,Aft_10125,205
Flt_19540,VIOC,KOPL,2025/5/6 10:20,2025/5/6 14:20,320,Aft_10052,251
Flt_19541,VIOC,BTTC,2025/5/6 11:25,2025/5/6 14:55,320,Aft_10008,220
Flt_19542,BTTC,VIOC,2025/5/6 7:55,2025/5/6 11:25,320,Aft_10084,207
Flt_19543,GTYR,NZHM,2025/5/6 14:30,2025/5/6 15:50,321,Aft_10038,65
Flt_19545,RERF,VIOC,2025/5/6 20:25,2025/5/6 23:25,320,Aft_10108,185
Flt_19546,RUYG,RERF,2025/5/6 18:10,2025/5/6 19:35,320,Aft_10108,71
Flt_19547,VIOC,BTTC,2025/5/6 19:05,2025/5/6 22:40,320,Aft_10084,214
Flt_19548,RERF,RUYG,2025/5/6 16:10,2025/5/6 17:25,320,Aft_10108,72
Flt_19549,VIOC,GTYR,2025/5/6 10:55,2025/5/6 13:45,321,Aft_10038,153
Flt_19551,VIOC,NZHM,2025/5/6 9:05,2025/5/6 11:55,320,Aft_10060,174
Flt_19552,TEEO,VIOC,2025/5/6 23:05,2025/5/7 0:50,321,Aft_10117,96
Flt_19553,YDJQ,VIOC,2025/5/6 18:40,2025/5/6 21:10,321,Aft_10136,150
Flt_19554,VIOC,QMVH,2025/5/6 18:20,2025/5/6 20:40,319,Aft_10095,139
Flt_19555,VIOC,TEEO,2025/5/6 20:40,2025/5/6 22:15,321,Aft_10117,88
Flt_19556,VIOC,ZWFQ,2025/5/6 18:15,2025/5/6 23:05,321,Aft_10100,276
Flt_19557,VIOC,YDJQ,2025/5/6 14:45,2025/5/6 17:25,321,Aft_10136,150
Flt_19558,PKYJ,VIOC,2025/5/6 15:25,2025/5/6 17:30,320,Aft_10084,120
Flt_19559,TEEO,VIOC,2025/5/6 15:15,2025/5/6 16:50,320,Aft_10092,99
Flt_19560,KKTS,VIOC,2025/5/6 2:15,2025/5/6 5:20,321,Aft_10104,170
Flt_19561,VIOC,PKYJ,2025/5/6 12:40,2025/5/6 14:35,320,Aft_10084,108
Flt_19562,VIOC,TEEO,2025/5/6 12:55,2025/5/6 14:20,320,Aft_10092,93
Flt_19563,DXBX,VIOC,2025/5/6 13:50,2025/5/6 17:50,320,Aft_10006,230
Flt_19564,VIOC,DXBX,2025/5/6 9:05,2025/5/6 12:30,320,Aft_10006,204
Flt_19565,GTCZ,VIOC,2025/5/6 16:00,2025/5/6 17:25,319,Aft_10095,80
Flt_19566,VRYX,VIOC,2025/5/6 22:25,2025/5/7 0:10,320,Aft_10006,97
Flt_19567,TATC,VIOC,2025/5/6 21:50,2025/5/6 23:30,319,Aft_10111,100
Flt_19568,DQAR,VIOC,2025/5/6 15:00,2025/5/6 19:35,321,Aft_10104,301
Flt_19569,VIOC,GTCZ,2025/5/6 14:00,2025/5/6 15:15,319,Aft_10095,72
Flt_19570,SHZB,VIOC,2025/5/6 21:15,2025/5/6 23:40,319,Aft_10150,147
Flt_19571,VIOC,TATC,2025/5/6 19:20,2025/5/6 20:45,319,Aft_10111,89
Flt_19572,VIOC,DQAR,2025/5/6 9:15,2025/5/6 13:35,321,Aft_10104,233
Flt_19573,VIOC,VRYX,2025/5/6 20:05,2025/5/6 21:35,320,Aft_10006,92
Flt_19574,WLTU,VIOC,2025/5/6 15:40,2025/5/6 20:50,321,Aft_10130,337
Flt_19575,VRYX,VIOC,2025/5/6 16:35,2025/5/6 18:20,320,Aft_10145,99
Flt_19576,VIOC,SHZB,2025/5/6 18:05,2025/5/6 20:30,319,Aft_10150,150
Flt_19577,VIOC,VRYX,2025/5/6 14:10,2025/5/6 15:45,320,Aft_10145,96
Flt_19578,VIOC,WLTU,2025/5/6 9:15,2025/5/6 14:10,321,Aft_10130,279
Flt_19579,ZWFQ,VIOC,2025/5/6 0:20,2025/5/6 4:50,321,Aft_10100,257
Flt_19580,QMVH,VIOC,2025/5/6 21:25,2025/5/6 23:45,319,Aft_10095,136
Flt_19582,TOIZ,VIOC,2025/5/6 23:30,2025/5/7 5:30,321,Aft_10161,357
Flt_19586,VIOC,TOIZ,2025/5/6 16:15,2025/5/6 22:30,321,Aft_10161,388
Flt_19588,KKTS,VIOC,2025/5/6 19:05,2025/5/6 21:55,321,Aft_10030,174
Flt_19592,XFJN,VIOC,2025/5/6 8:50,2025/5/6 12:25,321,Aft_10129,213
Flt_19593,GVTG,VIOC,2025/5/6 1:00,2025/5/6 5:10,320,Aft_10060,239
Flt_19594,VIOC,XFJN,2025/5/6 19:35,2025/5/6 23:20,321,Aft_10106,213
Flt_19596,YTYE,VIOC,2025/5/6 17:00,2025/5/6 21:40,321,Aft_10113,271
Flt_19598,VIOC,KKTS,2025/5/6 14:40,2025/5/6 17:40,321,Aft_10030,190
Flt_19599,XEWN,VIOC,2025/5/6 14:00,2025/5/6 17:00,319,Aft_10111,166
Flt_19600,VIOC,YTYE,2025/5/6 10:35,2025/5/6 15:25,321,Aft_10113,299
Flt_19601,VIOC,XEWN,2025/5/6 9:35,2025/5/6 13:00,319,Aft_10111,221
Flt_19603,WPNH,VIOC,2025/5/6 20:05,2025/5/6 23:50,321,Aft_10118,223
Flt_19604,IKRZ,VIOC,2025/5/6 10:00,2025/5/6 12:15,320,Aft_10024,122
Flt_19606,VIOC,WPNH,2025/5/6 15:05,2025/5/6 19:00,321,Aft_10118,228
Flt_19607,VIOC,IKRZ,2025/5/6 21:05,2025/5/6 23:20,320,Aft_10115,126
Flt_19610,VWSF,CVBE,2025/5/6 22:20,2025/5/7 1:10,320,Aft_10058,176
Flt_19611,CVBE,VWSF,2025/5/6 18:30,2025/5/6 21:15,320,Aft_10152,156
Flt_19612,KKTS,RRES,2025/5/6 20:55,2025/5/7 0:10,320,Aft_10088,191
Flt_19613,XVFW,SLPJ,2025/5/6 15:35,2025/5/6 18:25,320,Aft_10151,183
Flt_19614,RRES,KKTS,2025/5/6 16:30,2025/5/6 19:55,320,Aft_10088,201
Flt_19615,SLPJ,XVFW,2025/5/6 11:55,2025/5/6 14:45,320,Aft_10151,167
Flt_19616,OKBG,RTHW,2025/5/6 11:35,2025/5/6 13:10,320,Aft_10017,88
Flt_19617,XQWL,CVBE,2025/5/6 14:50,2025/5/6 16:55,320,Aft_10152,107
Flt_19618,MELK,XQWL,2025/5/6 12:05,2025/5/6 13:50,320,Aft_10152,109
Flt_19620,RTHW,OKBG,2025/5/6 8:55,2025/5/6 10:35,320,Aft_10017,91
Flt_19621,XQWL,MELK,2025/5/6 9:35,2025/5/6 11:20,320,Aft_10152,100
Flt_19622,CVBE,XQWL,2025/5/6 7:00,2025/5/6 8:35,320,Aft_10152,100
Flt_19623,MLUQ,BTTC,2025/5/6 17:40,2025/5/6 21:05,320,Aft_10132,200
Flt_19624,XQWL,VWTX,2025/5/6 21:05,2025/5/6 23:15,320,Aft_10041,124
Flt_19625,SLPJ,MLUQ,2025/5/6 14:45,2025/5/6 16:55,320,Aft_10132,123
Flt_19626,MLUQ,SLPJ,2025/5/6 11:40,2025/5/6 13:50,320,Aft_10132,122
Flt_19627,VWTX,XQWL,2025/5/6 18:15,2025/5/6 20:05,320,Aft_10041,118
Flt_19628,BTTC,MLUQ,2025/5/6 7:40,2025/5/6 10:55,320,Aft_10132,181
Flt_19629,TATC,VWTX,2025/5/6 19:45,2025/5/6 21:35,319,Aft_10071,117
Flt_19630,VRYX,BTTC,2025/5/6 18:35,2025/5/6 21:15,319,Aft_10134,153
Flt_19631,WUZI,VRYX,2025/5/6 15:50,2025/5/6 17:45,319,Aft_10134,118
Flt_19632,VWTX,TATC,2025/5/6 23:10,2025/5/7 1:05,319,Aft_10071,108
Flt_19633,VRYX,WUZI,2025/5/6 12:30,2025/5/6 14:55,319,Aft_10134,135
Flt_19634,BTTC,VRYX,2025/5/6 9:20,2025/5/6 11:45,319,Aft_10134,146
Flt_19635,NDUJ,VWTX,2025/5/6 10:35,2025/5/6 13:10,320,Aft_10057,145
Flt_19636,VWTX,NDUJ,2025/5/6 7:25,2025/5/6 9:35,320,Aft_10057,132
Flt_19637,AICJ,VWTX,2025/5/6 18:00,2025/5/6 21:05,320,Aft_10027,196
Flt_19638,VWTX,AICJ,2025/5/6 13:55,2025/5/6 16:45,320,Aft_10057,165
Flt_19639,GDHI,TPWY,2025/5/6 12:05,2025/5/6 14:40,320,Aft_10139,156
Flt_19640,DQUC,STEC,2025/5/6 6:40,2025/5/6 10:05,321,Aft_10099,216
Flt_19641,TPWY,GDHI,2025/5/6 7:55,2025/5/6 10:50,320,Aft_10139,173
Flt_19642,SLPJ,KYFK,2025/5/6 15:25,2025/5/6 17:20,320,Aft_10135,112
Flt_19643,AICJ,DQUC,2025/5/6 19:45,2025/5/6 21:55,321,Aft_10099,132
Flt_19644,RERF,TPWY,2025/5/6 21:05,2025/5/6 23:15,320,Aft_10142,118
Flt_19645,KYFK,SLPJ,2025/5/6 12:20,2025/5/6 14:20,320,Aft_10135,118
Flt_19646,DQUC,AICJ,2025/5/6 16:45,2025/5/6 18:45,321,Aft_10099,121
Flt_19647,ILSH,NDUJ,2025/5/6 15:50,2025/5/6 18:55,320,Aft_10138,172
Flt_19648,TPWY,KYFK,2025/5/6 8:05,2025/5/6 11:20,320,Aft_10135,195
Flt_19649,TATC,TPWY,2025/5/6 19:55,2025/5/6 22:45,320,Aft_10121,184
Flt_19650,NDUJ,ILSH,2025/5/6 11:05,2025/5/6 14:15,320,Aft_10138,192
Flt_19651,DQUC,TPWY,2025/5/6 16:40,2025/5/6 18:40,321,Aft_10147,118
Flt_19652,TEEO,DQUC,2025/5/6 13:30,2025/5/6 15:40,321,Aft_10147,136
Flt_19653,DQUC,TEEO,2025/5/6 10:20,2025/5/6 12:35,321,Aft_10147,145
Flt_19654,KQCH,TATC,2025/5/6 16:00,2025/5/6 18:25,320,Aft_10121,155
Flt_19655,TPWY,NDUJ,2025/5/6 6:50,2025/5/6 9:55,320,Aft_10138,181
Flt_19656,TPWY,DQUC,2025/5/6 7:05,2025/5/6 9:15,321,Aft_10147,135
Flt_19657,TATC,KQCH,2025/5/6 12:45,2025/5/6 15:15,320,Aft_10121,146
Flt_19658,TYHI,TPWY,2025/5/6 17:20,2025/5/6 20:00,320,Aft_10140,144
Flt_19659,MWQR,TYHI,2025/5/6 14:00,2025/5/6 16:30,320,Aft_10140,125
Flt_19660,TPWY,TATC,2025/5/6 8:10,2025/5/6 11:35,320,Aft_10121,215
Flt_19661,TYHI,MWQR,2025/5/6 10:15,2025/5/6 12:45,320,Aft_10140,159
Flt_19662,TPWY,TYHI,2025/5/6 6:40,2025/5/6 9:25,320,Aft_10140,158
Flt_19663,NDUJ,TPWY,2025/5/6 20:10,2025/5/6 22:40,320,Aft_10138,164
Flt_19664,KYFK,TPWY,2025/5/6 18:30,2025/5/6 21:40,320,Aft_10135,191
Flt_19665,STEC,DQUC,2025/5/6 11:20,2025/5/6 14:55,321,Aft_10099,220
Flt_19666,TATC,JZAO,2025/5/6 18:40,2025/5/6 20:50,320,Aft_10141,115
Flt_19667,TPWY,RARM,2025/5/6 9:10,2025/5/6 11:00,320,Aft_10090,116
Flt_19668,VYPF,TPWY,2025/5/6 18:25,2025/5/6 21:50,320,Aft_10126,204
Flt_19669,STEC,VYPF,2025/5/6 15:15,2025/5/6 17:35,320,Aft_10126,132
Flt_19670,UICV,TATC,2025/5/6 21:45,2025/5/7 1:15,320,Aft_10128,189
Flt_19671,RERF,TATC,2025/5/6 16:25,2025/5/6 18:40,319,Aft_10071,134
Flt_19672,TEEO,TPWY,2025/5/6 19:25,2025/5/6 22:30,320,Aft_10109,187
