id,flightNo,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_109001,OM8215,HZPW,FVJZ,2025/6/4 13:10,2025/6/4 15:45,738,Aft_10430,172
Flt_109004,OM8178,LFOL,GLHV,2025/6/4 13:00,2025/6/4 15:20,738,Aft_10521,140
Flt_109005,OM8608,VHLB,OXSQ,2025/6/4 14:30,2025/6/4 16:05,738,Aft_10170,90
Flt_109006,OM8273,HZPW,HIUP,2025/6/4 11:55,2025/6/4 13:50,738,Aft_10173,110
Flt_109007,OM824,MCVK,DOMU,2025/6/3 8:00,2025/6/3 12:20,738,Aft_10301,260
Flt_109011,OM8418,VGVC,DOMU,2025/6/4 16:00,2025/6/4 18:00,738,Aft_10465,116
Flt_109012,OM8565,NLLA,DYUE,2025/6/4 15:55,2025/6/4 18:40,738,Aft_10389,151
Flt_109021,OM8310,OXSQ,BBZB,2025/6/3 21:30,2025/6/3 23:45,738,Aft_10451,137
Flt_109033,OM887,DOMU,SJQD,2025/6/3 8:20,2025/6/3 10:10,738,Aft_10177,91
Flt_109040,OM8304,VWIM,KKME,2025/6/3 11:50,2025/6/3 14:05,738,Aft_10410,143
Flt_109046,OM898,MCVK,HZPW,2025/6/4 17:00,2025/6/4 21:45,738,Aft_10464,273
Flt_109049,OM8525,DOMU,BBZB,2025/6/3 13:50,2025/6/3 16:40,738,Aft_10201,156
Flt_109050,OM8778,PZYH,KKME,2025/6/3 20:15,2025/6/3 22:55,738,Aft_10185,158
Flt_109053,OM8098,HEJY,VOXP,2025/6/3 8:55,2025/6/3 11:50,738,Aft_10189,173
Flt_109054,OM8829,AAHN,OKJK,2025/6/3 15:30,2025/6/3 17:40,738,Aft_10189,139
Flt_109055,OM8434,KKME,DOMU,2025/6/4 8:05,2025/6/4 10:20,738,Aft_10436,134
Flt_109056,OM8957,AAHN,HIUP,2025/6/3 7:05,2025/6/3 8:55,738,Aft_10281,109
Flt_109057,OM8381,EYWR,PNNF,2025/6/3 12:30,2025/6/3 14:50,738,Aft_10282,144
Flt_109058,OM8178,LFOL,GLHV,2025/6/3 13:00,2025/6/3 15:20,738,Aft_10343,140
Flt_109060,OM8787,OXSQ,QGSX,2025/6/3 9:55,2025/6/3 11:50,738,Aft_10397,115
Flt_109061,OM8162,MPYS,HZPW,2025/6/4 11:50,2025/6/4 14:25,738,Aft_10398,149
Flt_109062,OM8547,HZPW,GLHV,2025/6/3 15:30,2025/6/3 17:05,738,Aft_10505,78
Flt_109063,OM8364,XLOC,AAHN,2025/6/4 10:10,2025/6/4 12:10,7M8,Aft_10524,104
Flt_109066,OM8532,YAFY,LLZL,2025/6/4 12:15,2025/6/4 15:25,738,Aft_10471,195
Flt_109067,OM8057,HZPW,OKJK,2025/6/4 8:15,2025/6/4 10:50,738,Aft_10370,140
Flt_109068,OM896,VDBQ,DOMU,2025/6/3 19:00,2025/6/3 22:05,738,Aft_10287,174
Flt_109069,OM8948,MPYS,VOXP,2025/6/3 13:00,2025/6/3 14:55,738,Aft_10452,111
Flt_109070,OM8901,AAHN,EYWR,2025/6/3 7:20,2025/6/3 8:45,7M8,Aft_10484,87
Flt_109071,OM8698,NMUI,HZPW,2025/6/4 12:10,2025/6/4 14:45,738,Aft_10432,141
Flt_109072,OM8271,HZPW,FVJZ,2025/6/3 17:35,2025/6/3 20:10,738,Aft_10240,172
Flt_109073,OM8036,VOXP,OXSQ,2025/6/3 22:40,2025/6/4 0:25,738,Aft_10485,99
Flt_109074,OM8440,VGVC,HZPW,2025/6/4 11:15,2025/6/4 13:25,738,Aft_10399,128
Flt_109079,OM8520,OKJK,DOMU,2025/6/4 18:15,2025/6/4 20:30,738,Aft_10374,145
Flt_109083,OM8044,EYWR,VWIM,2025/6/4 19:15,2025/6/4 21:30,738,Aft_10443,137
Flt_109086,OM8235,HZPW,OXSQ,2025/6/3 18:50,2025/6/3 20:30,738,Aft_10444,105
Flt_109091,OM8474,KKME,EYWR,2025/6/4 22:05,2025/6/5 0:05,738,Aft_10377,126
Flt_109114,OM8409,AAHN,XLHA,2025/6/2 17:00,2025/6/2 19:50,7M8,Aft_10319,179
Flt_109321,OM8475,EYWR,KKME,2025/6/2 12:50,2025/6/2 15:45,738,Aft_10380,170
Flt_109326,OM8044,EYWR,VWIM,2025/6/2 19:15,2025/6/2 21:30,738,Aft_10379,137
Flt_109331,OM8473,EYWR,KKME,2025/6/2 18:25,2025/6/2 20:55,738,Aft_10146,170
Flt_109332,OM8073,NTCO,XAQO,2025/6/2 15:50,2025/6/2 18:20,738,Aft_10354,143
Flt_109333,OM8213,DOMU,SFRI,2025/6/2 9:05,2025/6/2 11:25,73G,Aft_10514,142
Flt_109336,OM8618,HQMU,OXSQ,2025/6/2 13:20,2025/6/2 15:20,738,Aft_10426,107
Flt_109337,OM8133,OXSQ,OETZ,2025/6/2 7:30,2025/6/2 9:40,738,Aft_10254,139
Flt_109339,OM8420,QGSX,NLLA,2025/6/2 12:45,2025/6/2 15:20,738,Aft_10422,159
Flt_109341,OM8568,GLHV,DOMU,2025/6/2 14:10,2025/6/2 15:55,738,Aft_10403,113
Flt_109351,OM8572,OKJK,DOMU,2025/6/2 11:35,2025/6/2 14:10,738,Aft_10406,145
Flt_109353,OM888,SJQD,DOMU,2025/6/2 11:10,2025/6/2 13:05,738,Aft_10262,105
Flt_109354,OM8372,VWIM,GLHV,2025/6/2 11:55,2025/6/2 14:25,7M8,Aft_10161,123
Flt_109355,OM8318,VWIM,GLHV,2025/6/2 19:25,2025/6/2 21:45,7M8,Aft_10161,123
Flt_109356,OM8303,KKME,VWIM,2025/6/2 8:35,2025/6/2 10:45,738,Aft_10297,114
Flt_109357,OM8337,DOMU,HIUP,2025/6/2 6:35,2025/6/2 8:30,73G,Aft_10165,110
Flt_109362,OM8364,XLOC,AAHN,2025/6/2 10:10,2025/6/2 12:10,7M8,Aft_10168,104
Flt_109363,OM8612,KKME,AAHN,2025/6/2 10:55,2025/6/2 13:20,738,Aft_10525,134
Flt_109364,OM8515,AAHN,GLHV,2025/6/2 19:30,2025/6/2 21:10,738,Aft_10222,90
Flt_109368,OM8211,NLLA,TZJS,2025/6/4 9:15,2025/6/4 12:15,738,Aft_10172,198
Flt_109369,OM8624,UCKP,VWIM,2025/6/4 19:10,2025/6/4 21:20,738,Aft_10266,121
Flt_109371,OM8092,WKDC,HUYM,2025/6/4 13:20,2025/6/4 15:20,738,Aft_10268,116
Flt_109375,OM8154,MPYS,DOMU,2025/6/3 20:15,2025/6/3 23:15,7M8,Aft_10176,155
Flt_109382,OM8420,QGSX,NLLA,2025/6/4 11:45,2025/6/4 14:40,738,Aft_10389,159
Flt_109388,OM8377,GLHV,VWIM,2025/6/3 13:55,2025/6/3 16:20,7M8,Aft_10434,149
Flt_109392,OM8572,OKJK,DOMU,2025/6/3 11:35,2025/6/3 13:50,7M8,Aft_10467,145
Flt_109393,OM8372,VWIM,GLHV,2025/6/3 11:55,2025/6/3 14:25,7M8,Aft_10271,123
Flt_109394,OM8317,GLHV,VWIM,2025/6/3 15:30,2025/6/3 18:20,7M8,Aft_10271,149
Flt_109395,OM8455,HZPW,YITW,2025/6/4 17:10,2025/6/4 20:00,738,Aft_10504,188
Flt_109396,OM8277,AAHN,FVJZ,2025/6/4 17:30,2025/6/4 20:20,738,Aft_10178,181
Flt_109398,OM8456,YITW,HZPW,2025/6/3 21:05,2025/6/4 0:15,738,Aft_10390,150
Flt_109402,OM8409,AAHN,XLHA,2025/6/4 17:00,2025/6/4 19:50,7M8,Aft_10391,179
Flt_109406,OM8210,FVJZ,EYWR,2025/6/3 12:20,2025/6/3 14:30,738,Aft_10490,123
Flt_109410,OM8122,LFOL,HIUP,2025/6/4 14:05,2025/6/4 16:25,738,Aft_10300,125
Flt_109411,OM8384,VWIM,EYWR,2025/6/3 10:35,2025/6/3 13:00,738,Aft_10188,114
Flt_109412,OM8037,EYWR,HEJY,2025/6/3 14:40,2025/6/3 18:00,738,Aft_10188,190
Flt_109413,OM8840,KREM,EYWR,2025/6/3 17:35,2025/6/3 20:00,738,Aft_10469,118
Flt_109420,OM809,HZPW,HSWG,2025/6/3 9:10,2025/6/3 12:40,738,Aft_10387,206
Flt_109422,OM8252,FGIR,SFRI,2025/6/4 14:00,2025/6/4 15:55,7M8,Aft_10526,114
Flt_109423,OM8347,HZPW,PNNF,2025/6/4 15:00,2025/6/4 17:00,73G,Aft_10182,113
Flt_109425,OM891,DOMU,MFGL,2025/6/4 17:45,2025/6/4 23:05,7M8,Aft_10500,315
Flt_109426,OM844,KDAP,DOMU,2025/6/4 2:50,2025/6/4 6:15,738,Aft_10414,183
Flt_109427,OM878,FPCR,HZPW,2025/6/4 19:35,2025/6/4 22:40,738,Aft_10398,171
Flt_109428,OM8526,BBZB,DOMU,2025/6/4 8:10,2025/6/4 10:45,738,Aft_10285,167
Flt_109429,OM8316,VUWJ,EYWR,2025/6/3 10:50,2025/6/3 13:25,738,Aft_10518,142
Flt_109430,OM8440,VGVC,HZPW,2025/6/3 11:15,2025/6/3 13:25,738,Aft_10481,128
Flt_109431,OM8606,XLOC,HZPW,2025/6/3 17:40,2025/6/3 19:35,738,Aft_10481,114
Flt_109432,OM8268,LLZL,HZPW,2025/6/3 20:20,2025/6/3 23:40,7M8,Aft_10286,175
Flt_109433,OM8485,HZPW,KKME,2025/6/3 9:40,2025/6/3 12:40,738,Aft_10493,168
Flt_109436,OM8076,XINM,DOMU,2025/6/4 17:10,2025/6/4 18:40,738,Aft_10470,99
Flt_109437,OM8338,HIUP,DOMU,2025/6/4 9:30,2025/6/4 11:10,73G,Aft_10224,102
Flt_109438,OM8775,WKDC,HZPW,2025/6/4 6:55,2025/6/4 9:55,738,Aft_10196,193
Flt_109439,OM8453,NLLA,KKME,2025/6/4 19:55,2025/6/4 22:50,7M8,Aft_10347,165
Flt_109440,OM8129,EYWR,NLLA,2025/6/3 18:40,2025/6/3 20:45,738,Aft_10418,133
Flt_109441,OM8168,LFOL,OXSQ,2025/6/3 18:40,2025/6/3 21:20,7M8,Aft_10484,154
Flt_109442,OM8473,EYWR,KKME,2025/6/3 18:25,2025/6/3 20:55,738,Aft_10236,170
Flt_109443,OM883,HZPW,OIQN,2025/6/3 18:10,2025/6/3 19:45,738,Aft_10498,87
Flt_109444,OM8290,FVJZ,EYWR,2025/6/3 14:30,2025/6/3 16:55,738,Aft_10508,123
Flt_109447,OM8276,MCWT,OXSQ,2025/6/4 15:50,2025/6/4 20:10,738,Aft_10453,257
Flt_109449,OM8090,XCHB,HUYM,2025/6/4 8:35,2025/6/4 9:55,738,Aft_10421,84
Flt_109450,OM8558,AFPF,AAHN,2025/6/4 9:30,2025/6/4 11:05,738,Aft_10202,95
Flt_109453,OM8289,EYWR,FVJZ,2025/6/2 10:50,2025/6/2 13:25,738,Aft_10290,160
Flt_109454,OM8478,KKME,EYWR,2025/6/4 17:30,2025/6/4 20:05,738,Aft_10350,126
Flt_109455,OM8087,EYWR,WKDC,2025/6/4 11:55,2025/6/4 14:40,738,Aft_10291,157
Flt_109456,OM8210,FVJZ,EYWR,2025/6/4 12:20,2025/6/4 14:30,7M8,Aft_10200,123
Flt_109464,OM8511,DOMU,GLHV,2025/6/4 9:00,2025/6/4 11:00,7M8,Aft_10242,92
Flt_109465,OM8462,KKME,HZPW,2025/6/3 11:15,2025/6/3 13:45,738,Aft_10486,133
Flt_109466,OM8420,QGSX,NLLA,2025/6/3 11:45,2025/6/3 14:40,738,Aft_10206,159
Flt_109694,OM8343,AAHN,NBCQ,2025/6/2 18:50,2025/6/2 20:20,7M8,Aft_10295,91
Flt_109695,OM8457,EYWR,VGVC,2025/6/2 11:15,2025/6/2 13:50,738,Aft_10146,170
Flt_109696,OM8820,LLZL,DSQK,2025/6/2 7:30,2025/6/2 9:50,738,Aft_10147,125
Flt_109697,OM840,HEXD,DOMU,2025/6/2 17:55,2025/6/2 21:25,738,Aft_10147,231
Flt_109701,OM8074,NTCO,HZPW,2025/6/2 22:15,2025/6/2 23:45,738,Aft_10354,84
Flt_109702,OM8288,LLZL,NLLA,2025/6/2 12:50,2025/6/2 14:40,738,Aft_10217,108
Flt_109708,OM8514,GLHV,AAHN,2025/6/2 7:45,2025/6/2 9:30,738,Aft_10495,102
Flt_109709,OM8513,AAHN,GLHV,2025/6/2 11:00,2025/6/2 12:35,738,Aft_10403,90
Flt_109710,OM8123,EYWR,LFOL,2025/6/2 9:15,2025/6/2 12:00,738,Aft_10488,168
Flt_109717,OM8687,KKME,MCVK,2025/6/2 8:10,2025/6/2 12:50,738,Aft_10158,273
Flt_109724,OM818,FXWC,AAHN,2025/6/2 17:55,2025/6/2 20:35,738,Aft_10525,144
Flt_109725,OM8525,DOMU,BBZB,2025/6/2 14:00,2025/6/2 16:40,738,Aft_10262,156
Flt_109726,OM8061,EYWR,XCHB,2025/6/2 8:55,2025/6/2 11:05,738,Aft_10140,125
Flt_109728,OM8820,DSQK,DOMU,2025/6/4 10:50,2025/6/4 12:40,738,Aft_10299,101
Flt_109731,OM8489,HZPW,KKME,2025/6/4 14:35,2025/6/4 17:25,738,Aft_10388,168
Flt_109738,OM8252,SFRI,HZPW,2025/6/3 17:10,2025/6/3 19:15,7M8,Aft_10226,125
Flt_109739,OM867,DOMU,NYOP,2025/6/3 8:05,2025/6/3 13:35,7M8,Aft_10269,318
Flt_109744,OM8378,VWIM,GLHV,2025/6/3 17:25,2025/6/3 19:50,7M8,Aft_10434,123
Flt_109745,OM8078,WKDC,VOXP,2025/6/3 19:00,2025/6/3 21:25,738,Aft_10466,141
Flt_109749,OM8540,VOXP,DOMU,2025/6/3 12:30,2025/6/3 14:20,7M8,Aft_10273,106
Flt_109754,OM8060,WKDC,EYWR,2025/6/4 17:55,2025/6/4 20:50,738,Aft_10230,160
Flt_109757,OM8368,HIUP,DOMU,2025/6/3 18:20,2025/6/3 20:05,738,Aft_10243,102
Flt_109758,OM8433,DOMU,KKME,2025/6/3 21:30,2025/6/4 0:10,738,Aft_10243,172
Flt_109759,OM8524,BBZB,DOMU,2025/6/3 17:45,2025/6/3 20:15,738,Aft_10201,167
Flt_109760,OM820,FXWC,DOMU,2025/6/3 21:00,2025/6/3 23:30,738,Aft_10191,141
Flt_109766,OM8791,HZPW,VUWJ,2025/6/3 18:45,2025/6/3 20:50,738,Aft_10232,140
Flt_109772,OM867,DOMU,NYOP,2025/6/4 8:05,2025/6/4 13:35,7M8,Aft_10527,318
Flt_109778,OM8274,WJBA,HIUP,2025/6/3 18:15,2025/6/3 20:50,738,Aft_10416,134
Flt_109779,OM8804,TUJZ,OXSQ,2025/6/3 10:10,2025/6/3 12:15,738,Aft_10482,120
Flt_109781,OM8531,LLZL,YAFY,2025/6/4 8:15,2025/6/4 11:00,738,Aft_10471,161
Flt_109782,OM8754,PNNF,LLZL,2025/6/4 21:05,2025/6/5 0:15,738,Aft_10471,181
Flt_109783,OM8603,HIUP,LLZL,2025/6/3 10:00,2025/6/3 12:00,738,Aft_10418,137
Flt_109784,OM8474,KKME,EYWR,2025/6/3 22:05,2025/6/4 0:05,738,Aft_10236,126
Flt_109786,OM895,DOMU,VDBQ,2025/6/4 15:00,2025/6/4 18:00,738,Aft_10245,193
Flt_109787,OM8819,DOMU,DSQK,2025/6/3 17:05,2025/6/3 18:55,738,Aft_10494,101
Flt_109790,OM8822,ZDHU,HZPW,2025/6/2 21:55,2025/6/2 23:30,738,Aft_10519,91
Flt_109798,OM8380,VWIM,OETZ,2025/6/4 12:05,2025/6/4 15:20,7M8,Aft_10528,187
Flt_109801,OM8104,NLLA,DOMU,2025/6/3 7:45,2025/6/3 10:25,738,Aft_10248,166
Flt_110014,OM8421,DOMU,YITW,2025/6/2 10:45,2025/6/2 14:00,738,Aft_10142,180
Flt_110016,OM8044,HGHY,EYWR,2025/6/2 14:40,2025/6/2 17:40,738,Aft_10379,185
Flt_110017,OM8268,LLZL,HZPW,2025/6/2 20:20,2025/6/2 23:40,7M8,Aft_10529,175
Flt_110019,OM8074,XAQO,NTCO,2025/6/2 19:05,2025/6/2 21:30,738,Aft_10354,143
Flt_110024,OM8706,KROP,DOMU,2025/6/2 19:40,2025/6/2 23:50,738,Aft_10530,247
Flt_110025,OM8486,KKME,HZPW,2025/6/2 13:50,2025/6/2 16:20,73G,Aft_10503,133
Flt_110028,OM8624,UCKP,VWIM,2025/6/2 19:10,2025/6/2 21:20,738,Aft_10423,121
Flt_110030,OM8479,HZPW,XLHA,2025/6/2 16:10,2025/6/2 19:05,7M8,Aft_10296,196
Flt_110031,OM8818,QGSX,HIUP,2025/6/2 13:40,2025/6/2 15:40,738,Aft_10257,112
Flt_110032,OM8818,HIUP,OETZ,2025/6/2 16:50,2025/6/2 19:00,738,Aft_10257,116
Flt_110036,OM8116,NLLA,HZPW,2025/6/2 11:55,2025/6/2 15:00,738,Aft_10218,161
Flt_110037,OM8792,VUWJ,HZPW,2025/6/2 21:50,2025/6/3 0:05,738,Aft_10155,113
Flt_110041,OM8251,SFRI,FGIR,2025/6/2 11:15,2025/6/2 13:10,7M8,Aft_10511,127
Flt_110043,OM8071,BBZB,HEJY,2025/6/2 12:10,2025/6/2 14:15,738,Aft_10460,125
Flt_110047,OM8531,LLZL,YAFY,2025/6/2 8:15,2025/6/2 11:00,738,Aft_10404,161
Flt_110048,OM8058,OKJK,HZPW,2025/6/2 16:35,2025/6/2 18:45,738,Aft_10405,135
Flt_110052,OM8676,YBWQ,DOMU,2025/6/2 2:40,2025/6/2 6:50,738,Aft_10424,253
Flt_110053,OM8167,AAHN,OXSQ,2025/6/2 12:20,2025/6/2 14:05,738,Aft_10163,102
Flt_110054,OM8040,XCCH,DOMU,2025/6/2 12:35,2025/6/2 13:40,738,Aft_10461,72
Flt_110055,OM8327,NLLA,OXSQ,2025/6/2 12:25,2025/6/2 15:00,738,Aft_10497,144
Flt_110058,OM8775,HZPW,UXVH,2025/6/2 10:55,2025/6/2 13:30,738,Aft_10489,153
Flt_110059,OM8611,AAHN,KKME,2025/6/2 7:00,2025/6/2 9:40,738,Aft_10525,169
Flt_110064,OM8608,OXSQ,DOMU,2025/6/4 17:05,2025/6/4 18:40,738,Aft_10170,90
Flt_110065,OM8034,HGHY,OETZ,2025/6/3 13:55,2025/6/3 16:15,738,Aft_10449,117
Flt_110069,OM8817,OETZ,HIUP,2025/6/4 7:45,2025/6/4 9:40,738,Aft_10516,129
Flt_110079,OM8507,NLLA,UFCB,2025/6/4 16:05,2025/6/4 18:35,738,Aft_10272,141
Flt_110080,OM8165,HZPW,NLLA,2025/6/4 10:00,2025/6/4 12:40,7M8,Aft_10304,165
Flt_110082,OM8184,ZJCG,OETZ,2025/6/4 20:35,2025/6/4 22:25,738,Aft_10337,94
Flt_110083,OM8610,VGVC,AAHN,2025/6/4 20:00,2025/6/4 22:15,738,Aft_10392,112
Flt_110088,OM8585,HZPW,GLHV,2025/6/4 17:30,2025/6/4 19:00,738,Aft_10278,78
Flt_110090,OM8323,HZPW,PNNF,2025/6/4 8:00,2025/6/4 9:55,73G,Aft_10309,113
Flt_110091,OM8671,HZPW,NVMB,2025/6/4 14:45,2025/6/4 16:30,738,Aft_10438,102
Flt_110093,OM8275,DOMU,OXSQ,2025/6/3 7:05,2025/6/3 8:55,738,Aft_10341,102
Flt_110095,OM823,DOMU,MCVK,2025/6/4 19:35,2025/6/4 23:50,738,Aft_10436,270
Flt_110096,OM8251,SFRI,FGIR,2025/6/4 11:15,2025/6/4 13:10,7M8,Aft_10526,127
Flt_110099,OM8167,AAHN,OXSQ,2025/6/4 12:20,2025/6/4 14:05,738,Aft_10479,102
Flt_110101,OM8258,OXSQ,EYWR,2025/6/4 17:15,2025/6/4 18:55,738,Aft_10234,91
Flt_110103,OM8068,HGHY,ZDHU,2025/6/3 13:55,2025/6/3 16:35,738,Aft_10417,165
Flt_110104,OM8218,FVJZ,DOMU,2025/6/3 13:55,2025/6/3 16:30,738,Aft_10348,156
Flt_110105,OM8363,AAHN,XLOC,2025/6/4 7:00,2025/6/4 9:15,7M8,Aft_10313,136
Flt_110106,OM8376,XLOC,DOMU,2025/6/4 10:05,2025/6/4 11:55,7M8,Aft_10313,101
Flt_110109,OM8371,GLHV,VWIM,2025/6/4 8:25,2025/6/4 10:45,7M8,Aft_10531,149
Flt_110110,OM8372,VWIM,GLHV,2025/6/4 11:55,2025/6/4 14:25,7M8,Aft_10531,123
Flt_110111,OM896,VDBQ,DOMU,2025/6/4 19:00,2025/6/4 22:05,738,Aft_10245,174
Flt_110112,OM8036,XCHB,VOXP,2025/6/3 19:50,2025/6/3 21:40,738,Aft_10485,107
Flt_110113,OM8386,PNNF,AAHN,2025/6/3 14:10,2025/6/3 15:45,7M8,Aft_10419,79
Flt_110114,OM8459,HZPW,VGVC,2025/6/3 17:30,2025/6/3 19:55,738,Aft_10441,157
Flt_110116,OM8073,HZPW,NTCO,2025/6/4 13:35,2025/6/4 15:05,738,Aft_10399,88
Flt_110117,OM8805,HEJY,VWIM,2025/6/2 19:05,2025/6/2 23:45,738,Aft_10532,280
Flt_110119,OM839,DOMU,HEXD,2025/6/3 13:50,2025/6/3 16:55,738,Aft_10317,172
Flt_110120,OM8091,HUYM,WKDC,2025/6/3 10:20,2025/6/3 12:20,738,Aft_10376,110
Flt_110123,OM8480,XLHA,HZPW,2025/6/3 20:10,2025/6/3 22:55,7M8,Aft_10501,156
Flt_110125,OM8481,OETZ,VGVC,2025/6/4 16:20,2025/6/4 19:35,7M8,Aft_10528,200
Flt_110129,OM8839,EYWR,KREM,2025/6/4 13:45,2025/6/4 16:20,738,Aft_10246,156
Flt_110130,OM8426,XLHA,DOMU,2025/6/3 20:15,2025/6/3 23:05,7M8,Aft_10209,140
Flt_110365,OM8708,HEXD,EYWR,2025/6/2 18:20,2025/6/2 20:55,738,Aft_10402,180
Flt_110366,OM8267,LLZL,MCWT,2025/6/2 11:40,2025/6/2 14:50,7M8,Aft_10529,188
Flt_110367,OM8720,NVMB,EYWR,2025/6/2 18:20,2025/6/2 20:30,738,Aft_10294,132
Flt_110372,OM8459,HZPW,VGVC,2025/6/2 17:30,2025/6/2 19:55,73G,Aft_10503,157
Flt_110373,OM8153,DOMU,MPYS,2025/6/2 15:50,2025/6/2 18:40,7M8,Aft_10150,162
Flt_110375,OM8505,OXSQ,GLHV,2025/6/2 19:00,2025/6/2 20:50,738,Aft_10381,96
Flt_110378,OM8471,EYWR,KKME,2025/6/2 7:50,2025/6/2 10:15,738,Aft_10327,170
Flt_110379,OM866,YBWQ,HZPW,2025/6/2 15:05,2025/6/2 19:50,738,Aft_10510,269
Flt_110383,OM8830,OKJK,AAHN,2025/6/2 13:10,2025/6/2 15:30,738,Aft_10458,137
Flt_110384,OM8125,DOMU,OETZ,2025/6/2 7:50,2025/6/2 10:55,738,Aft_10329,165
Flt_110389,OM8190,ZJCG,VOXP,2025/6/2 13:25,2025/6/2 15:20,738,Aft_10385,100
Flt_110390,OM868,NYOP,DOMU,2025/6/2 14:35,2025/6/2 20:05,7M8,Aft_10260,315
Flt_110391,OM8155,HZPW,MPYS,2025/6/2 16:05,2025/6/2 18:50,7M8,Aft_10156,162
Flt_110392,OM8703,EYWR,YBWQ,2025/6/2 8:10,2025/6/2 13:40,738,Aft_10523,328
Flt_110393,OM8072,BBZB,HZPW,2025/6/2 19:15,2025/6/2 21:25,738,Aft_10460,140
Flt_110396,OM8387,DOMU,PNNF,2025/6/2 15:30,2025/6/2 17:10,73G,Aft_10514,96
Flt_110400,OM8382,PNNF,EYWR,2025/6/2 15:55,2025/6/2 17:50,738,Aft_10386,116
Flt_110404,OM8067,OXSQ,ZDHU,2025/6/3 7:50,2025/6/3 9:40,738,Aft_10449,102
Flt_110407,OM8618,HQMU,OXSQ,2025/6/4 13:20,2025/6/4 15:20,738,Aft_10283,107
Flt_110408,OM834,KDAP,DOMU,2025/6/4 18:40,2025/6/4 22:05,738,Aft_10431,183
Flt_110411,OM8656,SRWN,EYWR,2025/6/4 12:35,2025/6/4 14:50,738,Aft_10175,135
Flt_110412,OM8057,OKJK,XCHB,2025/6/3 11:45,2025/6/3 13:15,738,Aft_10302,73
Flt_110413,OM8434,KKME,DOMU,2025/6/3 8:05,2025/6/3 10:20,738,Aft_10317,134
Flt_110414,OM8309,OXSQ,UXVH,2025/6/3 14:35,2025/6/3 16:55,738,Aft_10451,131
Flt_110419,OM8453,NLLA,KKME,2025/6/3 19:55,2025/6/3 22:50,7M8,Aft_10522,165
Flt_110420,OM8526,BBZB,DOMU,2025/6/3 8:10,2025/6/3 10:45,738,Aft_10472,167
Flt_110430,OM8517,DOMU,GLHV,2025/6/3 21:00,2025/6/3 22:40,7M8,Aft_10467,92
Flt_110431,OM8120,NLLA,HZPW,2025/6/3 20:05,2025/6/3 22:45,7M8,Aft_10227,161
Flt_110441,OM8675,DOMU,YBWQ,2025/6/3 21:15,2025/6/4 1:40,738,Aft_10201,265
Flt_110442,OM8575,DOMU,AFPF,2025/6/3 6:30,2025/6/3 8:05,738,Aft_10275,87
Flt_110443,OM8065,AAHN,BBZB,2025/6/3 11:40,2025/6/3 14:15,738,Aft_10275,143
Flt_110451,OM8382,PNNF,EYWR,2025/6/3 15:55,2025/6/3 17:50,738,Aft_10282,116
Flt_110454,OM8235,HZPW,OXSQ,2025/6/4 18:50,2025/6/4 20:30,738,Aft_10283,105
Flt_110455,OM8788,OXSQ,AAHN,2025/6/3 15:30,2025/6/3 17:05,738,Aft_10397,86
Flt_110456,OM8543,AAHN,AFPF,2025/6/3 7:05,2025/6/3 8:35,738,Aft_10191,89
Flt_110457,OM8557,AAHN,AFPF,2025/6/3 7:10,2025/6/3 8:45,738,Aft_10416,89
Flt_110460,OM8031,DOMU,WKDC,2025/6/4 8:00,2025/6/4 11:55,7M8,Aft_10500,207
Flt_110461,OM8168,LFOL,OXSQ,2025/6/4 18:40,2025/6/4 21:20,738,Aft_10479,154
Flt_110463,OM8803,OXSQ,TUJZ,2025/6/3 7:20,2025/6/3 9:25,738,Aft_10482,106
Flt_110464,OM8607,OXSQ,VHLB,2025/6/3 12:00,2025/6/3 13:45,738,Aft_10512,98
Flt_110466,OM8947,VOXP,MPYS,2025/6/3 10:00,2025/6/3 12:00,738,Aft_10452,111
Flt_110467,OM8948,VOXP,AAHN,2025/6/3 16:05,2025/6/3 17:45,738,Aft_10452,100
Flt_110468,OM8611,AAHN,KKME,2025/6/4 7:00,2025/6/4 9:40,738,Aft_10371,169
Flt_110469,OM8045,AAHN,SFRI,2025/6/4 7:05,2025/6/4 9:20,738,Aft_10533,137
Flt_110470,OM8576,AFPF,DOMU,2025/6/4 9:20,2025/6/4 11:10,738,Aft_10349,104
Flt_110475,OM8059,AAHN,EYWR,2025/6/2 11:10,2025/6/2 12:40,738,Aft_10495,87
Flt_110476,OM8236,LLZL,OXSQ,2025/6/3 7:30,2025/6/3 10:00,738,Aft_10442,135
Flt_110477,OM8820,DSQK,DOMU,2025/6/3 10:50,2025/6/3 12:40,738,Aft_10201,101
Flt_110478,OM8159,DOMU,ZJCG,2025/6/3 13:15,2025/6/3 16:00,73G,Aft_10400,161
Flt_110479,OM8044,HGHY,EYWR,2025/6/4 14:40,2025/6/4 17:40,738,Aft_10443,185
Flt_110480,OM8804,TUJZ,OXSQ,2025/6/4 10:10,2025/6/4 12:15,738,Aft_10318,120
Flt_110481,OM8028,ZJCG,OXSQ,2025/6/4 17:25,2025/6/4 19:10,738,Aft_10456,109
Flt_110486,OM886,YBWQ,DOMU,2025/6/4 8:55,2025/6/4 13:20,738,Aft_10513,253
Flt_110487,OM8406,XLHA,DOMU,2025/6/3 12:10,2025/6/3 14:45,7M8,Aft_10501,140
